text,emotion,label
Black Hawk crashes off Florida; human remains found,sadness,REAL
VIDEO: Creepy Clown Gets Pistol-Whipped!,disgust,FAKE
THE VISION THING 16    : Information,neutral,FAKE
"Drudge, Koch, Soros, Bezos: These 4 non-politicians will determine the next president",neutral,REAL
The Other Way of Knowing,neutral,FAKE
Obama and Putin outline competing visions on Syria,neutral,REAL
Comment on Police Officer’s Wife Caught Faking a Robbery In a Scheme To Frame Black Lives Matter by The Cat's Vagina (Nasty Woman),anger,FAKE
Is the GOP losing Walmart?,surprise,REAL
Supreme Court Decides to Weigh in On Transgender Rights,disgust,FAKE
If Hillary Clinton Is Charged With Obstruction Of Justice She Could Go To Prison For 20 Years,sadness,FAKE
"'Top secret' emails on Clinton server discussed drone program, may reference classified info",neutral,REAL
Miracles Man: Metaxas Vs. Closed Minds And A Closed Universe,neutral,REAL
Obamacare Premiums Spike an Average of 25%!,surprise,FAKE
Collective Consciousness – The Individual is Gone,neutral,FAKE
Obama on gun control: His emotional evolution,neutral,REAL
What Scientists Found Inside This 800-Year-Old Pot... Is Changing History!,surprise,FAKE
The Clock Is Ticking And Republicans Still Have No Serious Obamacare Alternative,neutral,REAL
Trump treads on tradition in New Hampshire,neutral,REAL
GOP presidential candidates hammer on 'top secret' Clinton emails in final days before Iowa Caucus,anger,REAL
"Cleveland, Justice Department Reach Policing Deal",neutral,REAL
Physicists Say Consciousness Should Be Considered A State of Matter: The “Non Physical” Is Real,neutral,FAKE
"A GOP Weekend, Courtesy Of The Koch Network And Citizens United",joy,REAL
"Juan Williams: My bets on Trump, Clinton vice presidential picks",neutral,REAL
How Trump And Clinton Are Framing Their Closing Arguments,neutral,REAL
Scott Walker and questioning Obama’s faith,fear,REAL
What Is Hillary’s Greatest Accomplishment?,neutral,REAL
"Iranians Spend $2.1b on Beauty Products Annually, 3 Times more than Their European Counterparts",neutral,FAKE
"Sanders, Trump easily win West Virginia primary; Trump picks up Nebraska too",neutral,REAL
"Clinton, Sanders to Face Off in 1st Democrat Debate",fear,REAL
#InNorthDakota ~~ PALESTINIANS STAND WITH THE SIOUX,fear,FAKE
"Human remains suggest explosion brought down EgyptAir plane, forensics official says",fear,REAL
US officials scanning terror databases in search for Paris attack suspects,fear,REAL
"ISIS Declares It Will kill Palestinians “One By One”’, Yet Remains Quiet On Israel",fear,FAKE
"Hillary, The Political Scientist",neutral,FAKE
"BOOM! This Is How President Reagan Handled Protesters: ""Negotiate? What is there to negotiate?"" [Video] » 100percentfedUp.com",surprise,FAKE
Clinton Picks Up The First Major Labor Endorsement Of 2016,neutral,REAL
Links 11/12/16,neutral,FAKE
Obama: Syria war unlikely to end during his presidency,fear,REAL
'Blue and Brave': Illinois town rallies around police as search for officer's killer goes on,joy,REAL
Senate Advances Bill To Approve Keystone Pipeline Despite Obama's Veto Threat,fear,REAL
Comment on Indoor Gardening Made Easy: The Nutritower! by Indoor Gardening Made Easy: The Nutritower! – Collective EvolutionGardening Business News UK | Gardening Business News UK,neutral,FAKE
US abstains from UN vote calling for end to Cuban embargo,sadness,FAKE
Young Turks Finds Out Why Trump Is About To Lose Utah For Republicans For First Time In Decades (VIDEO),neutral,FAKE
Comment on Mayor de Blasio claims hot dog carts are causing global warming by Dr. Eowyn,neutral,FAKE
Momentum to bar Syrian refugees slows,neutral,REAL
New evidence that the legal immigration system discriminates against Latin Americans,disgust,REAL
"America Might Not Deserve Trump, But Dems and Hillary Deserved To Lose",sadness,FAKE
Media turn blind eye to Hillary Clinton’s glaring mistakes,disgust,REAL
State Department admits to deliberately cutting briefing footage on Iran deal,sadness,REAL
"U.S. Economy Added 271,000 Jobs In October, Beating Expectations",surprise,REAL
"Hillary Clinton narrowly wins Kentucky, a state Bernie Sanders needed by huge margins",neutral,REAL
"No, it's not 'World War 3'",neutral,REAL
49 killed in shooting at Florida nightclub in possible act of Islamic terror,fear,REAL
Just Another Day In the Life of the Clinton Crime Family,sadness,FAKE
Muslims regularly use “Inshallah” (“God Willing” in Arabic) and nobody calls it ‘Christophobic’ hate speech…so why is “Deus Vult” (“God Willing” in Latin) graffiti being called ‘Islamophobic’ Crusader hate speech?,neutral,FAKE
"Extreme rhetoric helping Cruz, Trump, Duke leaders say",neutral,REAL
"Hillary Clinton, FBI and the Real November Surprise     : Information",surprise,FAKE
The Benghazi bust: Trey Gowdy and his GOP colleagues embarrassed themselves,disgust,REAL
"Obama seeks global climate pact in Paris, amid resistance at home",anger,REAL
"2 deaths possibly linked to 'superbug' at UCLA hospital after 7 infected, 179 exposed",neutral,REAL
Breaking: Ivanka Trump Makes Tragic Announcement Both Donald Trump and Supporters Are Shocked (Video) | Prophecy,fear,FAKE
GOP Senator Silences the Entire Room With Remark About War Hero Opponent's Heritage at Debate,disgust,FAKE
2:00PM Election Day Water Cooler 11/8/2016,neutral,FAKE
News: A Somber Moment: Cubs Fans All Over The World Are Still Too Sad About Princess Diana To Celebrate The Cubs’ World Series,sadness,FAKE
Clinton media campaign follows BuzzFeed model,neutral,REAL
Your Facebook Page Could Land You In a FEMA Camp,fear,FAKE
Watching These 55 ISIS Terrorists Get Blown to Smithereens is Sure to Brighten Your Day,neutral,FAKE
"Exclusive: More than 100 lawsuits, disputes over taxes tied to Trump and his companies",neutral,REAL
Your dog probably has better healthcare than you do,neutral,FAKE
Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence,fear,FAKE
Historic firsts fill evening at Democratic National Convention,neutral,REAL
Retired Bishop Explains Why The Catholic Church Invented Hell [Watch],disgust,FAKE
"Cruz camp responds to Rubio Photoshop flap, brushes off criticism",anger,REAL
Will a No-Fly Zone Help the People of Aleppo?,fear,FAKE
"Experts Recommend Breaking Down Crushing Defeats Into Smaller, More Manageable Failures - The Onion - America's Finest News Source",neutral,FAKE
"Comment on Score one for the Second Amendment: Pizza Hut worker shoots, kills attempted robber by lynnmccrann",neutral,FAKE
War on Drugs Heading in Wrong Direction?,disgust,FAKE
"It Begins: Crowds Mass In Major Cities: DC, LA, NYC, Philly, Portland, More… | Will It Escalate? | “95% Chance Of Widespread Violence”",fear,FAKE
Hillary Fan SLEEPS At Rally! Snoozy Smurf Steals Show! (ABC News) Coconut Creek FLA,joy,FAKE
"Neighbors Smell Smoke At Muslim Home, What They See In Window Is Horrific",fear,FAKE
Ben Carson Throws Support Behind Donald Trump,sadness,REAL
The Middle East Crises Trump Inherits Could Still Suck Him in,sadness,FAKE
"Clinton and Trump: How they view ISIS, Putin, and US generals",neutral,REAL
John Kirby and the US State Department Blatantly Support Terrorists - Henry Kamens,anger,FAKE
"Paul Ryan’s big speaker hangup is reportedly his family. For a male lawmaker, that’s unusual.",neutral,REAL
"McCarthy withdraws from speaker race, vote postponed",sadness,REAL
Joe Giambrone on Hollywood’s Shameless & Underhanded Assault on Political Truth,fear,FAKE
The immigration swamp,disgust,REAL
"Blame government, not markets for monopoly",anger,FAKE
'America is already strong': Obama continues Democrats' optimism,joy,REAL
Why the DNC's mysteriously hacked oppo file on Trump is a big yawn,neutral,REAL
Hillary Clinton: ‘No role whatsoever for American soldiers on the ground’ in Iraq,disgust,REAL
Donald Trump: The key to his success (Opinion),neutral,REAL
"For First Time, Trump Shrinks In Spotlight; Fiorina Steals Show",disgust,REAL
Carrot Top To Give Nobel Awards At Drive Thru Window,surprise,FAKE
Scott Walker's stealth 2016 strategy,neutral,REAL
Gauis Publius: TPP Has Picked Up a Powerful Enemy — Black Lives Matter,neutral,FAKE
Training French soldiers to supervise Daesh,disgust,FAKE
Let’s Make 2016 the Last Endless American Election,neutral,REAL
November 8 Is (Finally) Here: An Abridged Election Day Resource Guide,neutral,FAKE
Going Back to the Future in 2016?,neutral,REAL
A bad night for front-runners and a good night for governors,sadness,REAL
How public funding of elections makes politics even more polarized,anger,REAL
Gaming Obamacare,neutral,REAL
The Anatomy of Crisis and the Decline of US Empire,fear,FAKE
Uncovered audio: Hillary was ‘adamantly against illegal immigrants’,disgust,REAL
Obama says world should address ‘grievances’ that terrorists exploit,fear,REAL
7 Ways To Prepare For An Economic Crisis,fear,FAKE
"Press must share the blame: The shallow, ratings-obsessed media is as responsible for Trump as the GOP",neutral,REAL
"14 Days to Do 14 Things, If Hillary’s Indicted-Extreme Violence Expected",fear,FAKE
Daesh abducts 1000s near Mosul to use them as human shields: UN,neutral,FAKE
Oregon Standoff Leaders Acquitted For Malheur Wildlife Refuge Takeover,neutral,FAKE
"Muslims Start Chanting Allah On Plane, Flight Attendant Quickly Shuts Them Up",neutral,FAKE
"Netanyahu: Iran A Threat to Israel, the World",fear,REAL
Unprecedented Surge In Election Fraud Incidents From Around The Country,fear,FAKE
Re: DOJ AG Loretta Lynch Advised FBI Director to Keep New Emails from Congress,anger,FAKE
A report said Trump's donations to vets might be shady. His response was predictable.,disgust,REAL
How the confidence deficit is impacting the 2016 election,neutral,REAL
"Anonymous hacker Deric Lostutter faces 16 years in prison, while Steubenville rapists walk free",sadness,FAKE
McCain Pledges to Help Pentagon Fix Scandal Over Excessive Military Bonuses,disgust,FAKE
Romney's timely Trump trolling,neutral,REAL
Like a “Concentration Camp” Police Mark DAPL Protesters with Numbers and Lock Them in Dog Kennels,neutral,FAKE
You Can't Be Intersectional While at the Same Time Being Elitist and Exclusionary,neutral,FAKE
A sharpened debate: Is it ethical to not vote this year for president?,fear,REAL
The World Is About To Witness A Breathtaking Once In A Century Event,joy,FAKE
Forbidden History. Secret Egyptology Exposed!,disgust,FAKE
THE AMERICAN PUBLIC CAN NO LONGER DEAL WITH THE LIMITLESS CORRUPTION OF THEIR GOVERNMENT,anger,FAKE
CAN'T TRUST OBAMA! Look At Sick Thing He Just Did To STAB Trump In The Back... * LIBERTY WRITERS NEWS,neutral,FAKE
"Ryan so far proves he can 'make the sausage,' but he'll likely be serving a much different House party in 2016",neutral,REAL
Attorney general nominee offers careful backing of Obama policies,neutral,REAL
The end of white Christian America is nigh: Why the country’s youth are abandoning religious conservatism,fear,REAL
Can nuclear war break out on the Korean Peninsula?,fear,FAKE
Strong jobs number holds risks for Clinton,fear,REAL
Sanders warns Clinton against moderate as VP,fear,REAL
Hacking Accusations Against Russia Are Sign of Washington's Desperation,anger,FAKE
"Architect Of Paris Attacks Was Killed In Raid, French Authorities Say",sadness,REAL
Dr. MacDonald & Dr. Duke Expose the Vicious War on Trump by the Jewish Establishment!,anger,FAKE
Why conservatives refuse to believe Obama is Christian,anger,REAL
Why Donald Trump is beating Fox News -- and GOP rivals,surprise,REAL
Election 2016 and the Weaponization of the American Public,neutral,FAKE
Obama seeks to calm fears over terrorism ahead of holiday season,fear,REAL
COMICAL: Larry the Cable Guy slams ‘indefensible’ hypocrisy from Donna Brazile,disgust,FAKE
Hillary Clinton in lead a day before Election Day,fear,FAKE
Democratic debate: Fact-checking the candidates,neutral,REAL
Teenage Boy KNOCKS OUT His Classmate For Assaulting Their Female Teacher In The FACE- And It’s EPIC!,disgust,FAKE
Carson takes lead from Trump in new national poll,neutral,REAL
"Hillary isn't winning over many pundits, even on the left",neutral,REAL
"Meteor, space junk, rocket? Mysterious flash hits Siberia",neutral,FAKE
5 takeaways from the Republican debate,neutral,REAL
‘Why is it the first time I’m hearing about this?’ asks office wanker,surprise,FAKE
"BREAKING: New Law Stops Hillary In Her Tracks, She Is Now Officially Ineligible To Run",neutral,FAKE
Lawmakers caught in battle between House ethics cops,anger,REAL
"New O'Keefe Video: Clinton Campaign, DNC Coordinated With Organizations To Incite Violence At Trump Events",anger,REAL
"We do not like trampolining, say hedgehogs",disgust,FAKE
President Putin Asks US To Stop Provoking Russia,anger,FAKE
"Yes, There Is a Clinton Double Standard",neutral,REAL
"Libertarian VP Candidate Gives Up, Will Focus on Preventing Trump Presidency",neutral,REAL
“I’ve Always Been An Admirer Of Donald Trump” – Taoiseach,disgust,FAKE
Now waiting for the results | Opinion - Conservative,neutral,FAKE
BrotherJohnF Silver Update: Fake Election,neutral,FAKE
"When They Asked Her What She Thinks of Hillary Clinton, They Never Expected Her to Say THIS!",surprise,FAKE
'The only other option': Bernie Sanders backers turn to Green party's Jill Stein,neutral,REAL
"Trump, Clinton Head Into SC with Fierce Competition on Their Heels",anger,REAL
Which Non-OPEC Producers Can Be Expected To Cut?,neutral,FAKE
Trump Team Begins Making List Of Executive Orders To ‘Erase Obama’s Presidency’ On Day One,fear,FAKE
Why Trump is a shocking GOP choice,surprise,REAL
What The Trump Skeptics Got Wrong,neutral,FAKE
Donald Trump: ‘We have to take back the heart of our country’,fear,REAL
Jeb Bush fights lonely battle defending Common Core,neutral,REAL
Donald Trump can’t resist blaming Bill Clinton when his own sexism comes up,anger,REAL
Hillary Clinton Jumps the Shark with ‘Trump’s Secret Russian Server’ Conspiracy Theory,neutral,FAKE
Will Clinton’s experience be a liability?,neutral,REAL
"Obama outlines plan to keep 5,500 troops in Afghanistan",neutral,REAL
Biden backers to naysayers: Not so fast,neutral,REAL
Clinton Enjoys Post-DNC Bounce - But Will it Last?,joy,REAL
Alabama Prison Officials Retaliate Against Prison Strike Leader By Cutting Water To Cell,anger,FAKE
Re: Texas Police Arrest Trump Voter for Wearing “Deplorable” T-Shirt,anger,FAKE
"NGOs should condemn terrorists in Syria, not Russia fighting them – Foreign Ministry",fear,FAKE
Genetically Modified Crops in U.S. Fail to Deliver Expected Yields,neutral,FAKE
